,bandwidth_diff
2222,0.8913686572686856
2223,0.21863845936718462
2224,1.2003360660444287
2225,2.9193948535412346
2226,2.6371786826960033
2227,0.3489261328891189
2228,0.5812356290923617
2229,0.028441333729688267
2230,0.7767163176067697
2231,-1.1933926745184635
2232,-0.6487698416799503
2233,-1.8096558551383168
2234,-1.0130827688324189
2235,-0.9305360450716762
2236,-1.5354827019139066
2237,-2.2332771842000056
2238,-1.470918872239281
2239,-1.000571649441099
2240,-0.1800345550716429
2241,1.974483374980764
2242,0.951441044702733
2243,2.1035445320258077
2244,2.2604649894010436
2245,1.4780257804536632
2246,-0.48993148572208156
2247,-1.0787023685011263
2248,-0.24858985196237882
2249,0.023814027722892206
2250,1.5564194586520443
2251,0.3961244462745981
2252,0.04413020677839086
2253,-1.486001013116038
2254,-1.2354641326394358
2255,-0.3122656191928854
2256,-0.2342532984596346
2257,-2.9502696519996334
2258,-3.3617884966615748
2259,-2.749997303035798
2260,-1.7313494627719592
2261,-0.21567493742509214
2262,-0.7744087412565932
2263,-0.27638990201376146
2264,1.004972865195441
2265,-0.3078198966338732
2266,-0.5224188792346922
2267,-1.0763776413468804
2268,-1.0558030344948293
2269,-0.7635516936122713
2270,-0.9786501069988844
2271,-1.7146412239178517
2272,-1.7753100803836332
2273,-2.7023941253580688
2274,-3.8335458501755966
2275,-3.240310307935488
2276,-3.8491809458698754
2277,-3.054175011951429
2278,-2.2148338937545304
2279,-3.3675635058639273
2280,-4.310726224203108
2281,-3.0397622096113537
2282,-3.268221105370685
2283,-3.587614488998497
2284,-3.068275936223472
2285,-1.74641426893686
2286,-1.5183238365755187
2287,-1.963132039885295
2288,-0.5978464707868625
2289,1.6609241256160203
2290,3.2197604327693625
2291,3.3809432930295316
2292,2.2877695249865155
2293,0.9131474764963059
2294,0.9778578526099864
2295,1.4187944232703558
2296,2.8920423093104546
2297,3.7011794661616477
2298,2.170214737895094
2299,2.4610709704863893
2300,1.3950289273168437
2301,0.7242534800384419
2302,0.5417259853711585
2303,2.646552609017135
2304,6.12530471234777
2305,7.348976866059047
2306,6.783644423277565
2307,6.46473670208411
2308,6.838936847216701
2309,6.127791462896994
2310,7.214546727037487
2311,7.194256843215953
2312,7.224748300917781
2313,7.164209620904785
2314,7.146804689547935
2315,7.358696083642371
2316,6.266041299435983
2317,4.884994198937875
2318,2.957266967880514
2319,2.7002670936308277
2320,3.214162966017284
2321,3.701473414100292
2322,5.1487366736000695
2323,5.188598840366922
2324,5.452658922771661
2325,3.9021646729433996
2326,2.8450358091354246
2327,2.909581915982926
2328,3.7416361186524227
2329,3.3684171564209464
2330,2.9009568494120686
2331,0.9710211808642271
2332,0.026320066014704935
2333,0.6078909710067819
2334,1.4832051564717403
2335,2.0788683720720655
2336,2.1005634822754473
2337,1.9346793286922548
2338,1.0496937290527057
2339,1.4203969371983476
2340,1.8454000345313943
2341,2.3997235039987572
2342,1.7576827774278172
2343,-0.6992715553237758
2344,-0.3505845934732861
2345,-0.6027315848996295
2346,-1.3387773806784935
2347,-0.9698328406007022
2348,-1.016147876146988
2349,0.09492346226488735
2350,0.9765957077165694
2351,1.9265939077122312
2352,0.5584323079560818
2353,1.3352342577486525
2354,1.6620568637563338
2355,1.4455274283941435
2356,1.1974666846385844
2357,-0.6400410339365408
2358,-0.7594225568045658
2359,-1.7650845084326647
2360,-3.118697965947831
2361,-4.960286478911257
2362,-3.8594794993737196
2363,-3.838323086315995
2364,-1.8951892000818589
2365,-1.8887995214204238
2366,-3.300359403474431
2367,-4.847405404554593
2368,-3.5310912484646906
2369,-2.9675878661855677
2370,-3.0627017907054324
2371,-2.8746953183954247
2372,-1.998687399935534
2373,-0.4799057549671488
2374,1.446980385948791
2375,1.5166509557643622
2376,0.008695310052189598
2377,-0.953643742134318
2378,-0.8200072241311318
2379,-1.6009702736528197
2380,-2.684773598881293
2381,-2.4932360441762285
2382,-2.191543226662361
2383,-1.8776810434237632
2384,-2.458980101961515
2385,-2.653511372171579
2386,-3.4642911912610543
2387,-2.4807034121799916
2388,-0.9916197601946806
2389,-2.2149901646039325
2390,-3.507261770205787
2391,-5.151836854403882
2392,-5.729490569102836
2393,-5.584068602289335
2394,-6.427234496138681
2395,-7.16459358666134
2396,-7.846457901471922
2397,-7.1444801502279915
2398,-6.326209678439909
2399,-6.257036720184487
2400,-5.679866581634542
2401,-5.606936897694595
2402,-5.400843391869103
2403,-3.320788302534993
2404,-1.0312104358099532
2405,-1.5918242583115898
2406,-0.9786596029664452
2407,0.04941156137010694
2408,-0.6421106505777061
2409,-0.15843108378066972
2410,1.557015228230057
2411,0.9418266968782518
2412,-0.3771031470253092
2413,0.20161479597845755
2414,0.7901210938405256
2415,1.4626678539923432
2416,1.7961073961012062
2417,2.1867184659704435
2418,0.7470017572647976
2419,1.3105713803026902
2420,2.520223724025982
2421,2.624395080183376
2422,2.227110616727032
2423,0.4080900630024189
2424,0.3714399479281383
2425,0.9021746856810751
2426,1.0903747275874593
2427,2.0509096800299176
2428,1.8811710460070117
2429,2.2474837111701618
2430,1.070512973007908
2431,0.7051428587483315
2432,0.2665031345936768
2433,0.5018409084568702
2434,0.079802990719827
2435,-0.11919901384362674
2436,0.5974295774790335
2437,0.4047886920034216
2438,-1.3195557057194947
2439,-0.060423794516964335
2440,1.7943887572032509
2441,1.0378575395961889
2442,1.1807949699255005
2443,0.6386745555116704
2444,0.8188823516895809
2445,0.970038645459681
2446,0.8389940092417874
2447,-0.14457810138765126
2448,-1.0944662602760218
2449,-2.206271478826693
2450,-3.1388599660092495
2451,-3.2296353802973954
2452,-3.6609767711272525
2453,-2.805225436122555
2454,-0.8698477617399476
2455,-0.7265785612892159
2456,-0.5111643761922551
2457,0.009159663585478484
2458,0.7409807212395663
2459,0.8997663146365085
2460,1.6200560852091712
2461,2.1579513750164097
2462,0.9413183569540706
2463,1.289545315401483
2464,2.1944417010788584
2465,1.6649608877348783
2466,1.263825536358354
2467,1.738030084326283
2468,1.6225263205919873
2469,2.494043035946106
2470,4.901055953893092
2471,4.527762609610136
2472,2.5654193539787684
2473,1.9355523345939218
2474,2.502127807629222
2475,2.3031638032653063
2476,3.4730576372908217
2477,2.1977598070507156
2478,2.385941157248908
2479,1.502424685470487
2480,3.070749479263668
2481,5.122756893419137
2482,4.768305116389911
2483,3.4931256761551595
2484,3.6718735196536727
2485,3.1799124072827
2486,2.749355417581228
2487,2.365622620909562
2488,0.2448862306018782
2489,-0.47030329395602166
2490,-1.3108406641131296
2491,-1.785758209020969
2492,-0.4518174099434873
2493,-1.14715378766914
2494,-0.489030871965042
2495,-0.6589874121254979
2496,-0.7488465317546797
2497,-0.12171419623518887
2498,0.5528689998318441
2499,1.2353604029735834
2500,2.2678551792982944
2501,2.0773141211175243
2502,1.1994823684044604
2503,-0.3010698604375648
2504,-1.4853288939748381
2505,1.2399863251298484
2506,3.31777244482646
2507,2.368723653404686
2508,0.2755440159276077
2509,0.16162294274545275
2510,0.7753144449711726
2511,1.522647209686511
2512,1.2933498991274064
2513,0.9978797479489003
2514,1.1144592184768953
2515,1.2100597161083897
2516,-1.0870834942811598
2517,-1.9551097592188853
2518,-2.912744181285234
2519,-2.5987547205313604
2520,0.5735662009242333
2521,1.9966776795295118
2522,1.8584682482428434
2523,2.3615026457491695
2524,2.926780330355541
2525,3.277642871425087
2526,3.674754313532958
2527,5.580227805037794
2528,4.5809082834148285
2529,4.374609190512274
2530,2.894696383127666
2531,3.0064136540904656
2532,1.7428252286408679
2533,1.0008082724571068
2534,0.25535334430333023
2535,1.1696964922975894
2536,2.221839031690706
2537,1.1916917655121324
2538,0.7135026038449723
2539,-0.20255262575847155
2540,-1.5907376112272686
2541,-2.1887651510405703
2542,-2.3990109124979426
2543,0.1979206849637194
2544,1.3902681963236319
2545,0.29781013524325317
2546,-0.8813303644496955
2547,-0.04213251119790584
2548,2.3836866265851313
2549,1.3655805031480668
2550,-1.0382916549610854
2551,0.04339224051227575
2552,1.0046791315526207
2553,0.3968898140374222
2554,0.5033630850534792
2555,-2.050514655983534
2556,-2.6333970266286997
2557,-2.3541435397037276
2558,-0.8732440343410417
2559,-1.5489487760396514
2560,-1.4973132670625091
2561,-2.421062732635164
2562,-2.0993995946587347
2563,-2.846461562628974
2564,-3.1263295155818014
2565,-4.086629568199896
2566,-3.2792803805318727
2567,-1.9797481938144301
2568,-1.5596307866444477
2569,-1.4199374395052473
2570,-2.732958138514732
2571,-3.203782428151044
2572,-3.1782182951856157
2573,-0.16499731019666797
2574,-0.411872888916605
2575,1.0312281344226903
2576,2.1153970205123187
2577,2.830757556215758
2578,4.302099384082794
2579,4.87412640458524
2580,5.01115167182752
2581,4.499497518861062
2582,5.2829180705402905
2583,6.1748567547920175
2584,5.407377452011133
2585,3.3184469533571246
2586,2.220769921829742
2587,1.0135822544489201
2588,0.6004136310912145
2589,1.6451820736956506
2590,1.4804521936098354
2591,1.2279768302546472
2592,1.027749645890708
2593,1.8409501274104514
2594,-0.344506354565965
2595,-1.5675834639914683
2596,-1.698369093605379
2597,-0.13602934183654725
2598,-0.24252050864697594
2599,-2.10728766064085
2600,-2.0334219060582654
2601,-2.365260958588806
2602,-3.372826444607199
2603,-4.181317305556604
2604,-4.169584139262042
2605,-4.424742522077395
2606,-6.350150964397017
2607,-5.577287733152843
2608,-3.5950156327917284
2609,-1.90696963784103
2610,-2.5956611627188977
2611,-2.8400050425461814
2612,-2.7642016423092173
2613,-1.7997113175638333
2614,-0.77070651119584
2615,-1.1072178495401204
2616,-1.1289938618178894
2617,-0.6153526334160233
2618,1.1244100532890116
2619,2.215309752018129
2620,3.1531165146716376
2621,3.153512934366063
2622,4.339837642229213
2623,4.713226904139901
2624,3.6561200492319585
2625,4.314452758073912
2626,4.954439307379289
2627,4.398271265666153
2628,3.2597875667070184
2629,3.0069841979889134
2630,3.2084534643640836
2631,3.265412987149375
2632,3.3096401690322637
2633,4.764210609720067
2634,5.9219069771097566
2635,6.001346247955553
2636,6.375743308957226
2637,4.976514712476273
2638,4.581170220597869
2639,5.857727052662085
2640,5.753342972029259
2641,4.326383377548609
2642,2.824004807637266
2643,1.1643100596324985
2644,-0.164833584815824
2645,-0.8759237802805728
2646,-2.3459245202489
2647,-2.5726613947103942
2648,-1.527276951791464
2649,-1.8813533150005242
2650,-0.4114985562000584
2651,0.5293495847149643
2652,1.9150147272471258
2653,1.3195552521169702
2654,1.9646089011089316
2655,0.78788700123323
2656,1.4061717195622805
2657,1.503462088499873
2658,2.1742092250360656
2659,0.8431033828119325
2660,-0.42180089249814046
2661,-0.278655624601015
2662,-0.9822203628464194
2663,-0.6745989782666584
2664,-1.9484843890895718
2665,-1.223587263050831
2666,-2.2573338566580787
2667,-1.6592325860347046
2668,-0.9232697985935374
2669,-1.1023093233980035
2670,-0.6827757654255038
2671,-0.20123603610863938
2672,-0.5376316236961429
2673,-1.6934161295230297
2674,-3.859620598789661
2675,-3.8396623427911436
2676,-5.035804308809929
2677,-4.789729873898068
2678,-4.745592280783967
2679,-3.4902677488112204
2680,-3.294435963920023
2681,-3.229843645755409
2682,-2.36831233833027
2683,-1.5015575674879074
2684,-0.8424007717908353
2685,-0.1744456784367685
2686,-1.4971519650039227
2687,-1.0657289416267304
2688,-0.2673595641990687
2689,-0.8595177369670637
2690,-1.3926752864877017
2691,-1.453326365531666
2692,-1.4190328292384038
2693,-0.9939233420959681
2694,0.6539805989109482
2695,2.1890067478848323
2696,1.140143422282108
2697,1.2363534378141594
2698,2.473198898400369
2699,3.203801860742715
2700,4.131642152911809
2701,6.075538225407399
2702,7.232795765634364
2703,7.198920036210893
2704,7.568620568761162
2705,7.257364844262156
2706,6.6470693182845935
2707,5.535780150336905
2708,6.404653568429239
2709,5.364644839042285
2710,6.237465514078394
2711,6.374152515335027
2712,4.7324849410679235
2713,4.007029261011667
2714,1.49962813026832
2715,1.3441708613368064
2716,2.0115711952153106
2717,1.7279087091774272
2718,1.4319922524018693
2719,3.2241553712956375
2720,3.0700266936282787
2721,1.6973541037782525
2722,2.472062763893973
2723,4.64286974060451
2724,4.982701560410533
2725,5.569291682468247
2726,6.582118384372734
2727,5.725027910139033
2728,4.429219532539264
2729,4.895510392369488
2730,6.4773377856890875
2731,7.03393273042002
2732,5.692149398150832
2733,6.759468118199948
2734,6.070138974748261
2735,5.1659866650743425
2736,4.621267648940375
2737,5.869734794091528
2738,6.603068012062977
2739,6.763571846499872
2740,6.626372988785988
2741,6.153423005407603
2742,6.080105361510505
2743,3.0689661579676795
2744,1.6470418382455136
2745,1.2935140840504573
2746,0.22757398694375297
2747,0.14466368074590719
2748,-0.04055845192351626
2749,1.7462961460096267
2750,3.647604989624597
2751,3.5534126126503907
2752,2.898271850778656
2753,2.383692840328422
2754,1.6722909640202488
2755,1.5100496240925168
2756,0.6162044318507469
2757,-0.7961894271702477
2758,-0.5769674932507769
2759,0.2622910988920921
2760,-0.2528534506809592
2761,0.4080340330569925
2762,-0.058828063808959996
2763,0.13795566648968816
2764,0.874830746133739
2765,1.1383185975282686
2766,1.4836533179418439
2767,0.9415183013134083
2768,0.5276967091208462
2769,0.10729081553472497
2770,-0.6915374856739618
2771,-1.0850144667720087
2772,-2.6355120665020877
2773,-3.35016868038565
2774,-3.6148110532349165
2775,-3.5278858084307103
2776,-3.5291297145276985
2777,-3.284521536901593
2778,-2.4970524599903
2779,-1.1788028997962101
2780,-1.3563985916307502
2781,-2.5626474224491176
2782,-3.8437276953718538
2783,-4.335756999527803
2784,-4.455680928094807
2785,-4.8711393346256955
2786,-5.930005963646181
2787,-6.246096280474831
2788,-5.644131878267672
2789,-4.36413448436997
2790,-4.229698866797662
2791,-4.314037598418508
2792,-5.00410510558595
2793,-4.7977404790326545
2794,-5.240040291056175
2795,-4.327973244207897
2796,-5.572831366391256
2797,-5.797992144233831
2798,-5.2580724043878035
2799,-4.28721774570613
2800,-1.0950011278487182
2801,0.323721432003822
2802,-0.3219969668998601
2803,-0.8385716599514126
2804,-2.6011076661325205
2805,-2.98551208334311
2806,-3.724242551977568
2807,-2.580296184353756
2808,-2.689224860516788
2809,-2.5143273764106198
2810,-3.0798497124728783
2811,-1.141694573470886
2812,-0.8636279673523859
2813,1.209249443567387
2814,2.3343186041151966
2815,3.139520287426876
2816,3.2500397274629904
2817,3.5125504027791976
2818,1.3215264298933107
2819,0.2967293971573781
2820,0.7745450586530751
2821,1.0320445402812766
2822,-0.46780269295595645
2823,-0.9700970862777467
2824,0.6813511717455185
2825,2.504662688528697
2826,2.738644462578577
2827,3.425797200204215
2828,2.9710314335311523
2829,0.9450458511264515
2830,-0.7705216747463055
2831,0.4379586760414895
2832,0.61453253910895
2833,0.4006639534572969
2834,-0.16159632806557056
2835,1.708272207580194
2836,3.732662051564148
2837,6.339298814952144
2838,6.283944309028357
2839,6.061468898876683
2840,3.8439628184746653
2841,4.499885657799041
2842,3.1134123437241215
2843,2.8862231977841475
2844,1.256621441504194
2845,0.34639024210946445
2846,-0.9538138327561683
2847,-1.679634940397591
2848,-2.368575613781104
2849,-2.8372892287079594
2850,-1.9424380669615857
2851,-2.5789920873894516
2852,-2.3461213355271866
2853,-0.9787284857193299
2854,-0.8469117673853361
2855,-1.583252999214892
2856,-1.9765399096404508
2857,-0.6870072913147851
2858,-0.028279430030124786
2859,-0.35543572180858973
2860,-0.06741742788472038
2861,-1.0261330642556459
2862,-0.5378730542001904
2863,0.0005785821358585963
2864,-0.004399636070047563
2865,-0.9941938189967914
2866,-2.0640344605317296
2867,-1.692999514717485
2868,-0.14639524160656947
2869,-0.2655902809742656
2870,0.09266146844720424
2871,-1.9678881654131146
2872,-2.928498396695886
2873,-3.1336715496599936
2874,-3.6113825854990864
2875,-4.523131157978696
2876,-5.081864893756574
2877,-4.5283417788614315
2878,-4.159974663756202
2879,-5.956132059862739
2880,-8.236817879782393
2881,-8.883180615485799
2882,-7.774560662809108
2883,-9.524841795104294
2884,-9.865656682577992
2885,-9.818344070674357
2886,-7.40808623011435
2887,-6.647232659555357
2888,-5.444659205048538
2889,-4.749913184602974
2890,-6.178339311749369
2891,-5.5207340383472
2892,-4.643398832046842
2893,-3.360100974174202
2894,1.017765696279639
2895,0.257793780881002
2896,1.6208211119737825
2897,1.303313440927468
2898,1.7865391233640366
2899,1.3680641440150794
2900,0.9657320463584256
2901,0.03742434541891271
2902,0.1846042573060913
2903,-1.3119341355077268
2904,-0.8566606748750019
2905,-1.134490353579622
2906,-2.08218270729958
2907,-2.8462990547959635
2908,-1.4672531987785078
2909,-1.4462477322335872
2910,-0.957091546072661
2911,-1.6079126217518933
2912,-0.8015596509721945
2913,0.07987952530993425
2914,2.3185227710509935
2915,2.498888603206524
2916,3.0491245283810713
2917,2.902843076140016
2918,4.0672294881924245
2919,3.270479747103309
2920,3.5996907592279968
2921,3.083295593287403
2922,2.8014187756489264
2923,2.441689928823507
2924,2.5220282436339403
2925,2.1914273438073906
2926,2.1699643085617026
2927,3.5482931032083798
2928,4.726088770712522
2929,5.563250572758079
2930,4.821251587274219
2931,3.3341582862790347
2932,3.529219983134226
2933,4.300766784048847
2934,5.731565986802707
2935,5.026037187634756
2936,4.193045249313855
2937,1.8694513859504696
2938,0.7765701330781667
2939,1.3424951032584431
2940,1.143985199089002
2941,1.5683677743982116
2942,1.3355340610105486
2943,1.5696582987156944
2944,0.2725632728661367
2945,0.02427933667013349
2946,-3.1144610656406257
2947,-3.86898818040936
2948,-5.530017209686321
2949,-4.076900019646473
2950,-2.7367251667847086
2951,-1.4134333604433778
2952,0.33943672441910167
2953,-0.03471218295453582
2954,1.5079035391554498
2955,2.7003955625805247
2956,2.7717083852194264
2957,3.4672394063777574
2958,2.374841230601305
2959,1.037825030743079
2960,-0.15263764689188974
2961,-0.855520615540172
2962,-2.073855123564499
2963,-0.9986446223547318
2964,-0.8415272199708852
2965,-0.29056536561529356
2966,-0.847403395641777
2967,-2.6530938431837967
2968,-2.8388136880971615
2969,-4.478739781695822
2970,-4.606037288454445
2971,-5.763124368973422
2972,-3.469647435533261
2973,-1.7371292283801267
2974,-0.7859133221336378
2975,0.5043778959570773
2976,0.09623421440392121
2977,0.44485324097922785
2978,0.6299657580070743
2979,1.0372086059132926
2980,2.2271764223783066
2981,3.210388799616794
2982,3.5026891204215644
2983,1.585793300696423
2984,-0.08817153959716961
2985,-0.7194167879347333
2986,-0.5865728643602779
2987,-1.636258707109846
2988,0.589253230128179
2989,2.7241661582593224
2990,3.883977420084193
2991,3.712657193970699
2992,3.2004252854239894
2993,1.7911734666267876
2994,1.3483911002276727
2995,1.3824652651919678
2996,0.1438699538293804
2997,0.03262737871409627
2998,-0.14432643405871204
2999,-1.9786018105282892
3000,-3.349091342020529
3001,-3.854795358617139
3002,-1.6893009653272202
3003,-0.3534766417528772
3004,-1.2295752342593005
3005,-1.1314293335944967
3006,-2.4986750964080784
3007,-1.554349097944396
3008,-1.7231666505263092
3009,-1.5386606028555434
3010,-0.26915464207377227
3011,-0.980188775730312
3012,-2.6158660196038
3013,-3.5804849378573635
3014,-2.3954890375212017
3015,-3.340638758773821
3016,-6.1882087198891895
3017,-7.168330976302059
3018,-6.163602434215136
3019,-4.056673479306028
3020,-3.637907012625419
3021,-3.697039361890347
3022,-2.394308116511638
3023,-3.5933003803938846
3024,-4.108061268417714
3025,-3.872477726422858
3026,-2.8279042942658634
3027,-2.917829957376398
3028,-2.6664554288472573
3029,-4.949117721042967
3030,-5.853847289261466
3031,-5.291741530547824
3032,-5.44480906636727
3033,-5.131685552648378
3034,-4.210590675600088
3035,-3.8780063829312894
3036,-3.388806203702188
3037,-3.9693891703318513
3038,-4.026232985213937
3039,-3.1779052220094854
3040,-2.4176410861796285
3041,-2.648964923259882
3042,-2.3395488177920924
3043,-1.3560883978716447
3044,-2.956811125911372
3045,-2.125282019059796
3046,-2.0878190930388882
3047,-1.281038422318943
3048,0.012659216072734125
3049,-0.8028461558328672
3050,-1.8433828762304074
3051,-2.3482871343021543
3052,-2.9529058405755677
3053,-1.2056086964789756
3054,-1.4047590220361599
3055,-1.8725355166916415
3056,-1.872950929610397
3057,-2.739204996596527
3058,-3.2567116894260835
3059,-2.8436215929614264
3060,-2.7326076531744548
3061,-2.621296566498131
3062,-2.9445701003041904
3063,-4.301241684403976
3064,-4.091924506663872
3065,-1.9109300603020074
3066,-0.9822498145638292
3067,-0.5113019625105153
3068,0.24112639496433985
3069,-0.7543800526841551
3070,0.6395518178690054
3071,1.1876549133301069
3072,3.0364092436416286
3073,2.3921793596505267
3074,3.9555131068177616
3075,4.692910330754785
3076,5.322515569809184
3077,5.06719248324498
3078,4.461436720974689
3079,5.052933598056825
3080,5.044466224898315
3081,2.7105543300631325
3082,0.5712748073892726
3083,-0.23763662733517776
3084,0.014799184354160388
3085,0.05272228746025576
3086,1.285838791772676
3087,-0.4203167548798774
3088,-0.7424976374149992
3089,-2.7292632395310648
3090,-2.1052983141653385
3091,-2.0154914795630248
3092,-1.1552505276667944
3093,-1.903550014011671
3094,-0.5779435097228998
3095,0.791581849159229
3096,1.8771862355229132
3097,1.723452407366949
3098,2.14568746621444
3099,1.3459268822534796
3100,1.9103091376719021
3101,3.510778673603909
3102,4.925521593702797
3103,4.109602765195177
3104,3.8448879718062017
3105,2.136867714138134
3106,2.1445984485435474
3107,2.3539635748811634
3108,0.5565510293795342
3109,-1.3487938984967514
3110,-2.0565157299383827
3111,-2.2572670475119594
3112,-3.3383483675170282
3113,-3.020096921703498
3114,-2.4270947831887497
3115,-2.162239004431285
3116,-2.782277899312703
3117,-1.689057172307912
3118,0.42397826029719
3119,0.6163012956021703
3120,-0.13538156099320986
3121,0.05866372749187576
3122,-0.14792430644638443
3123,-0.3337445001939159
3124,0.32268901891666246
3125,-1.3458722850082268
3126,-0.46101555298128005
3127,-0.13872548454355638
3128,-0.22687716159953197
3129,-0.5820060326282146
3130,-0.5468298987138951
3131,-2.263242013083527
3132,-1.0946989528156337
3133,-0.6254620150252777
3134,0.1749247263601319
3135,1.1076435298446086
3136,0.42111770311976215
3137,0.5326812253542812
3138,0.2384785368917619
3139,1.0929738929698942
3140,-0.9655053968003813
3141,-1.531697580452601
3142,-2.3183866520562333
3143,-1.670920315048079
3144,-1.0323623837898595
3145,-1.331046985175817
3146,-2.163450610308246
3147,-2.3433718087517263
3148,-3.064931220311337
3149,-2.181307126777938
3150,-2.1327115047274674
3151,-4.781127951037433
3152,-5.746001590351625
3153,-6.534724637935142
3154,-7.707871796901372
3155,-8.82809803033524
3156,-8.260866495667642
3157,-6.084254497306802
3158,-4.596453471106315
3159,-4.485002007381581
3160,-3.774270910053019
3161,-3.7187379550377955
3162,-4.08532936999859
3163,-5.1247577631638705
3164,-6.732970065753534
3165,-7.097137436386447
3166,-6.426966874893651
3167,-5.74082042796249
3168,-5.563466362658801
3169,-6.055457510513179
3170,-5.147749501124736
3171,-5.779920256266905
3172,-4.708165391733473
3173,-5.14258617985729
3174,-5.472758315453575
3175,-6.82194534393966
3176,-7.0348605108722495
3177,-5.648461671461746
3178,-4.138433950009812
3179,-2.4548329100637147
3180,-1.3219009620327142
3181,-2.0038586760840644
3182,-2.4896731503495175
3183,-3.232531857228878
3184,-1.7824131675247372
3185,-2.437793245424018
3186,-1.4799179759352228
3187,-0.3690243581395407
3188,2.0396509654769943
3189,1.993430389485411
3190,2.5701477979966967
3191,4.644699770454054
3192,4.467366447073573
3193,2.3901586069503082
3194,-0.4244031959367476
3195,-0.3847828270993432
3196,-2.144892323166914
3197,-2.753546511727336
3198,-2.443835533475749
3199,-1.7161772926269805
3200,-1.0649594698620604
3201,-0.5487823767523423
3202,0.8929822235295433
3203,0.28564275337271283
3204,-0.6096669167518485
3205,-1.7260186899470682
3206,-0.9427198564765149
3207,0.2416664878787742
3208,1.1190316051947775
3209,2.3498297044488936
3210,1.3574306336849986
3211,2.5849023923206005
3212,4.2020611682035
3213,5.28583537191912
3214,6.746186549641379
3215,5.036841656730985
3216,3.5543816710010105
3217,1.987073034173818
3218,2.335296705042083
3219,1.142784043326401
3220,1.5735793676415142
3221,2.8279127695045645
3222,3.8759348722394407
3223,4.01360936952733
3224,2.7385219784835044
3225,1.259705271825851
3226,1.976054762458034
3227,2.931901436358885
3228,2.992835110953365
3229,2.234363892759802
3230,-0.1798746800261597
3231,-1.961629066243404
3232,-0.39736538348324757
3233,-0.9933792278527562
3234,-0.9160023034723963
3235,-0.005131233079055164
3236,-0.7510736044121131
3237,-0.8929066404584773
3238,0.05748217085579199
3239,0.4845522442547008
3240,3.349670432668063
3241,2.2643806527014476
3242,2.8395909453195145
3243,2.3487295001418715
3244,3.128893357851439
3245,3.2910943279953244
3246,2.5461040930342733
3247,2.1873094752688758
3248,0.12311261603872481
3249,0.13411701297764012
3250,0.38952570338733494
3251,1.2835790268125038
3252,2.340703947204929
3253,2.9257461993647667
3254,2.9322309929061703
3255,1.79300742056148
3256,0.5970525045336217
3257,1.3749464686720785
3258,3.042988921698907
3259,3.10227139337303
3260,2.8078479969472028
3261,1.5430805023197536
3262,2.2855452961880474
3263,2.9752838708359377
3264,5.016535956836606
3265,4.211496463919275
3266,3.3119283739708862
3267,2.826426485625234
3268,3.330073425535147
3269,2.9477441964022546
3270,1.7646771946517674
3271,2.0872578286869157
3272,2.8236474922334764
3273,1.9726025711847797
3274,2.8099193139694307
3275,4.028789659225367
3276,4.328568420384727
3277,3.994346730997677
3278,4.148403427850553
3279,3.0269747791508053
3280,2.4938194383125847
3281,-0.04741833021989805
3282,0.17958156928807512
3283,-1.3828454521171807
3284,-0.005535592672458733
3285,-0.1387396867530697
3286,-0.10630101093738631
3287,-1.0217193949983994
3288,-1.3068173897954694
3289,0.028866750661563856
3290,-1.941424775258838
3291,-1.1627398017535597
3292,-0.6134667905871538
3293,-1.3035248408095867
3294,-2.797121424551051
3295,-1.2283071113999995
3296,-1.5632489324075323
3297,-2.6314144977764045
3298,-1.8343442316245273
3299,-0.9049100340891982
3300,-1.5078260522307119
3301,-1.475979794873183
3302,-2.353154237161334
3303,-1.2718993199318902
3304,0.14808052420357853
3305,1.2304033997556871
3306,1.6389513136698497
3307,3.402340573025185
3308,3.635502004076443
3309,2.247085954546492
3310,1.9449824652083407
3311,3.901398524252045
3312,3.257477770854166
3313,2.376734730808039
3314,2.199763046715816
3315,2.1267469260969847
3316,0.8958238759173582
3317,1.580608521290742
3318,4.004534468496331
3319,4.732526100957784
3320,3.532463087554788
3321,1.2281933212630065
3322,0.7642263615466618
3323,1.737658928840574
3324,2.501590777137608
3325,2.4507647547980014
3326,1.610662972983846
3327,0.13367188687971066
3328,0.524465770504321
3329,1.5773083729682185
3330,0.30983471878607816
3331,1.3637133002580413
3332,2.1461501137273444
3333,3.78329662506394
3334,2.4112917415486663
3335,0.5335138517352789
3336,-0.39914393233993906
3337,0.09400422967519262
3338,2.035625443825211
3339,3.1923974938181345
3340,3.003001887372193
3341,1.5542306870902394
3342,2.2478609732015684
3343,1.3532937920981567
3344,2.699751281405952
3345,2.459390240876928
3346,3.984650874595445
3347,4.569769669588823
3348,4.451566721657855
3349,3.314888927634456
3350,2.470233448126237
3351,2.4383021929152164
3352,2.400125603876404
3353,1.6153169919766697
3354,1.0562026805769165
3355,0.9075707185907049
3356,-1.2801045133396656
3357,-1.4027685913747518
3358,-2.308956041555575
3359,-3.360970860414909
3360,-5.282858282125744
3361,-7.082330794538848
3362,-8.45475235858612
3363,-8.798325135394862
3364,-6.222317449247839
3365,-5.43318006535992
3366,-4.613672006972138
3367,-3.8364092156025436
3368,-3.028027578682668
3369,-2.7567940859462396
3370,-3.649429160091131
3371,-2.23077854298117
3372,0.19357180877977953
3373,-0.6724140249580159
3374,-2.121373146352198
3375,-2.7424938331864723
3376,-3.4892852184425465
3377,-2.9687726033562285
